frame.number,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
357,2.936066691,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=78502 Win=1261 Len=0 TSval=197278223 TSecr=3782618413
358,2.938023638,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
359,2.938303509,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
360,2.938595047,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
361,2.941383070,fe80::1412:8368:b820:c6f0,ff02::1:2,DHCPv6,144,Solicit XID: 0xc3c84 CID: 0001000128073d7268545a803c02 
362,2.941801219,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=80043 Win=1261 Len=0 TSval=197278223 TSecr=3782618413
363,2.942015275,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=82789 Win=1261 Len=0 TSval=197278223 TSecr=3782618418
364,2.943779241,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
365,2.944011649,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
366,2.944327779,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
367,2.947612396,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=85553 Win=1261 Len=0 TSval=197278224 TSecr=3782618423
368,2.949145491,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
369,2.949419325,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
370,2.949668770,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
371,2.952288997,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=88299 Win=1261 Len=0 TSval=197278224 TSecr=3782618423
372,2.952501571,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=15616 Ack=91045 Win=1261 Len=0 TSval=197278224 TSecr=3782618429
373,2.953781240,3.11.193.37,10.11.12.22,SSL,718,Continuation Data
374,2.954839094,10.11.12.22,3.11.193.37,SSL,457,Continuation Data
375,2.960135251,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
376,2.960410789,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
377,2.960635122,10.11.12.22,3.11.193.37,SSL,1211,Continuation Data
378,2.962281384,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=92818 Win=1261 Len=0 TSval=197278225 TSecr=3782618435
379,2.963426572,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=95345 Win=1261 Len=0 TSval=197278225 TSecr=3782618440
380,2.965444594,10.11.12.22,3.11.193.37,SSL,353,Continuation Data
381,2.973966053,10.11.12.22,3.11.193.37,SSL,480,Continuation Data
382,2.977075133,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=96046 Win=1266 Len=0 TSval=197278227 TSecr=3782618446
383,2.979159136,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
384,2.979399507,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
385,2.979662730,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
386,2.982326845,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=98810 Win=1266 Len=0 TSval=197278227 TSecr=3782618459
387,2.983512292,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
388,2.983813274,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
389,2.984033385,10.11.12.22,3.11.193.37,TCP,1430,[TCP segment of a reassembled PDU]
390,2.986995557,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=101556 Win=1266 Len=0 TSval=197278228 TSecr=3782618459
391,2.987509040,10.11.12.22,3.11.193.37,TCP,1448,48190 → 443 [ACK] Seq=104302 Ack=16268 Win=1003 Len=1382 TSval=3782618468 TSecr=197278227 [TCP segment of a reassembled PDU]
392,2.987752707,10.11.12.22,3.11.193.37,TCP,1448,48190 → 443 [ACK] Seq=105684 Ack=16268 Win=1003 Len=1382 TSval=3782618468 TSecr=197278227 [TCP segment of a reassembled PDU]
393,2.988017744,10.11.12.22,3.11.193.37,SSLv2,1430,Encrypted Data, Continuation Data
394,2.988785560,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=104302 Win=1261 Len=0 TSval=197278228 TSecr=3782618463
395,2.991559991,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=107066 Win=1261 Len=0 TSval=197278228 TSecr=3782618468
396,2.991893103,10.11.12.22,3.11.193.37,SSL,457,Continuation Data
397,2.994227755,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=108821 Win=1261 Len=0 TSval=197278228 TSecr=3782618468
398,2.997119038,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
399,2.997351890,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
400,2.997669039,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
401,2.999961950,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=111585 Win=1261 Len=0 TSval=197278229 TSecr=3782618477
402,3.001917305,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
403,3.002191787,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
404,3.002480806,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
405,3.004674736,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=114331 Win=1261 Len=0 TSval=197278229 TSecr=3782618477
406,3.006072313,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=117077 Win=1261 Len=0 TSval=197278230 TSecr=3782618482
407,3.006645388,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
408,3.006888685,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
409,3.007147759,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
410,3.010469450,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=16268 Ack=119841 Win=1261 Len=0 TSval=197278230 TSecr=3782618487
411,3.011526174,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
412,3.011815545,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
413,3.012025693,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
414,3.012881602,3.11.193.37,10.11.12.22,TCP,1039,[TCP segment of a reassembled PDU]
415,3.014257753,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=123969 Win=1266 Len=0 TSval=197278230 TSecr=3782618491
416,3.015707793,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
417,3.015956348,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
418,3.016219497,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
419,3.019064298,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=126715 Win=1266 Len=0 TSval=197278231 TSecr=3782618491
420,3.019271928,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=129461 Win=1261 Len=0 TSval=197278231 TSecr=3782618496
421,3.023475065,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
422,3.023690269,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
423,3.023998196,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
424,3.026965460,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=132225 Win=1261 Len=0 TSval=197278232 TSecr=3782618503
425,3.028408981,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
426,3.028660667,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
427,3.028924149,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
428,3.031157579,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=134971 Win=1261 Len=0 TSval=197278232 TSecr=3782618503
429,3.032292951,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=137717 Win=1261 Len=0 TSval=197278232 TSecr=3782618508
430,3.035178641,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
431,3.035402179,10.11.12.22,3.11.193.37,TCP,1448,48190 → 443 [ACK] Seq=139099 Ack=17241 Win=1026 Len=1382 TSval=3782618515 TSecr=197278232
432,3.035787124,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
433,3.038623907,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=140481 Win=1261 Len=0 TSval=197278233 TSecr=3782618515
434,3.040107872,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
435,3.040391539,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
436,3.040647873,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
437,3.042891192,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=143227 Win=1261 Len=0 TSval=197278233 TSecr=3782618515
438,3.044031231,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=145973 Win=1261 Len=0 TSval=197278233 TSecr=3782618520
439,3.045037492,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
440,3.045285233,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
441,3.045548622,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
442,3.049917445,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
443,3.050085853,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
444,3.050356316,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
445,3.052887654,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=148737 Win=1261 Len=0 TSval=197278234 TSecr=3782618525
446,3.053959359,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=151483 Win=1261 Len=0 TSval=197278234 TSecr=3782618525
447,3.054168452,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=154229 Win=1261 Len=0 TSval=197278234 TSecr=3782618529
448,3.054844750,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
449,3.054962805,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
450,3.055340269,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
451,3.057124069,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=156993 Win=1261 Len=0 TSval=197278235 TSecr=3782618534
452,3.058892720,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
453,3.059120868,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
454,3.059433443,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
455,3.061318280,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=159739 Win=1261 Len=0 TSval=197278235 TSecr=3782618534
456,3.062399800,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=162485 Win=1261 Len=0 TSval=197278235 TSecr=3782618539
457,3.064168118,10.11.12.22,3.11.193.37,SSL,371,Continuation Data
458,3.069471905,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
459,3.069754498,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
460,3.069992369,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
461,3.071963816,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=164172 Win=1261 Len=0 TSval=197278236 TSecr=3782618544
462,3.073097411,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=166918 Win=1261 Len=0 TSval=197278236 TSecr=3782618549
463,3.074661358,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
464,3.074897970,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
465,3.075162915,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
466,3.078701384,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=169682 Win=1261 Len=0 TSval=197278237 TSecr=3782618555
467,3.079730904,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
468,3.080004719,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
469,3.080252720,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
470,3.082613798,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=172428 Win=1261 Len=0 TSval=197278237 TSecr=3782618555
471,3.082827872,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=175174 Win=1261 Len=0 TSval=197278237 TSecr=3782618560
472,3.084711672,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
473,3.084954024,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
474,3.085217506,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
475,3.089190901,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=177938 Win=1261 Len=0 TSval=197278238 TSecr=3782618565
476,3.089844477,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
477,3.090064199,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
478,3.090390181,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
479,3.092892834,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=180684 Win=1261 Len=0 TSval=197278238 TSecr=3782618565
480,3.093107390,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=183430 Win=1261 Len=0 TSval=197278238 TSecr=3782618570
481,3.094898707,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
482,3.095157245,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
483,3.095442745,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
484,3.098112287,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=186194 Win=1261 Len=0 TSval=197278239 TSecr=3782618575
485,3.099943401,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
486,3.100249828,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
487,3.100469995,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
488,3.103443592,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=188940 Win=1261 Len=0 TSval=197278239 TSecr=3782618575
489,3.103656148,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=191686 Win=1261 Len=0 TSval=197278239 TSecr=3782618580
490,3.104962539,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
491,3.105211558,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
492,3.105474966,10.11.12.22,3.11.193.37,TCP,1430,48190 → 443 [PSH, ACK] Seq=194450 Ack=17241 Win=1026 Len=1364 TSval=3782618585 TSecr=197278239
493,3.107182914,10.11.12.22,1.0.0.1,TCP,60,[TCP Retransmission] 37916 → 853 [FIN, ACK] Seq=1 Ack=1 Win=502 Len=0
494,3.107685618,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=194450 Win=1261 Len=0 TSval=197278240 TSecr=3782618585
495,3.110112808,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
496,3.110427827,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
497,3.110675660,10.11.12.22,3.11.193.37,SSL,1430,Continuation Data
498,3.111953181,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=197196 Win=1261 Len=0 TSval=197278240 TSecr=3782618585
499,3.113168387,3.11.193.37,10.11.12.22,TCP,66,443 → 48190 [ACK] Seq=17241 Ack=199942 Win=1261 Len=0 TSval=197278240 TSecr=3782618590
500,3.115205113,10.11.12.22,3.11.193.37,SSL,1448,Continuation Data
